PLC-Gesamt,RL100-Code,RL100-Langname,RL100-Kurzname,Typ-Kurz,Betriebszustand,Datum-Ab
DE17797,ENOB,Bönen-Nordbögge,Nordbögge,Hp,Betrieb,20200401
DE17798,ENOBU,Nordbögge                          (Üst),Nordbögge    Üst,Üst,Betrieb,20090219
DE13618,ENON,Gelsenkirchen Nordstern,Nordstern    /Ge,Abzw,Betrieb,20201001
DE17823,ENOW,Nordwalde,Nordwalde,Hp,Betrieb,20090314
DE17522,ENRA,Neuenrade,Neuenrade,Hp,Betrieb,20101212
DE12404,ENTE,Dortmund-Nette,Nette    /Dortmd,Abzw,Betrieb,20200401
DE60858,ENTS,Netphen (Sieg),Netphen (Sieg),NE-Bf,ehemals,20250501
DE17892,ENUT,Nuttlar,Nuttlar,Abzw,Betrieb,20081214
DE17667,ENV,Velbert-Neviges,Velbert-Neviges,Hp,Betrieb,20201001
DE17939,EOB,Oberhausen Hbf,Oberhausen Hbf,Bf,Betrieb,20200401
DE17940,EOB N,Oberhausen Hbf Obn,Oberhsn Hbf Obn,Bft,Betrieb,20081214
DE17941,EOB O,Oberhausen Hbf Obo,Oberhsn Hbf Obo,Bft,Betrieb,20081214
DE17936,EOBD,Oberhausen Dom,Dom,Bf,Betrieb,20200401
DE17913,EOBG,Halver-Oberbrügge,Halv-Oberbrügge,Hp,Betrieb,20171210
,EOBQ,Oberhausen Hbf Bedienstandort,Oberhausen BSO,BSO,Planung,20200401
DE17947,EOBR,Oberhausen West,Oberhausen West,Bf,Betrieb,20200401
DE17948,EOBRB,Oberhausen West Abzw Oro,Oberh W Abzw Oro,Bft,Betrieb,20081214
DE17950,EOBRK,Oberhausen West Dk,Oberhsn W Dk,Bft,Betrieb,20080101
DE17951,EOBRM,Oberhausen West Orm,Oberhsn West Orm,Bft,Betrieb,20081214
DE17952,EOBRO,Oberhausen West Oro,Oberhsn West Oro,Bft,Betrieb,20081214
DE17954,EOBRS,Oberhausen West Stw 1,Oberh West Stw 1,Bft,Betrieb,20081214
DE17949,EOBRT,Oberhausen West Ath,Oberh West ATH,Bft,Betrieb,20030101
DE17953,EOBRW,Oberhausen West Orw,Oberhsn West Orw,Bft,Betrieb,20081214
DE17955,EOBRZ,Oberhausen West Stw 2,Oberh West Stw 2,Bft,Betrieb,20081214
DE17956,EOBU,Oberhausen-Buschhausen,Ob-Buschhausen,Bf,Betrieb,20200401
DE17988,EOBW,Oberndorf (Kr Wittgenstein),Oberndorf /Wittg,Hp,Betrieb,20250901
,EOBWR,Oberndorf Rückershausen,Oberndorf/W Bus,Bush,,20250101
DE17896,EOD,Oberaden,Oberaden,Bf,Betrieb,20200401
,EODR,Oberdreisbach,Oberdreisbach,NE-Bf,ehemals,20251001
DE18055,EOEL,Oelde,Oelde,Bf,Betrieb,20200401
DE18059,EOER,Oerlinghausen,Oerlinghausen,Bf,Betrieb,20081214
,EOERL,Leopoldshöhe- Schuckenbaum Holunderstr,Leop Schuckenb H,Bush,Betrieb,20190522
DE17959,EOFE,Oberhausen-Osterfeld Abzw,Osterfeld,Abzw,Betrieb,20200401
DE17937,EOG,Oberhausen Gasometer,Gasometer,Hp,a.B.,20200401
DE17943,EOH,Oberhausen Hütte,Oberhausen Hütte,Anst,a.B.,20200401
DE17957,EOHT,Oberhausen-Holten,Oberhsn-Holten,Hp,Betrieb,20200401
DE18127,EOLP,Olpe,Olpe,Hp,Betrieb,20081214
DE18128,EOLS,Olsberg,Olsberg,Hp,Betrieb,20081214
DE18123,EOLT,Oldentrup,Oldentrup,Hp,Betrieb,20081214
DE18041,EOP,Ochtrup,Ochtrup,Bf,Betrieb,20081214
DE17958,EOS,Oberhausen-Osterfeld,Ob-Osterfeld,Bf,Betrieb,20200401
DE17963,EOS B,Oberhausen-Osterfeld Ostberg,Ob-Osterf Ostb,Bft,Betrieb,20081214
DE17965,EOS E,Oberhausen-Osterfeld West,Ob-Osterf West,Bft,Betrieb,20081214
DE17966,EOS G,Oberhausen-Osterfeld Westberg,Ob-Osterf Westb,Bft,Betrieb,20081214
DE17960,EOS M,Oberhausen-Osterfeld Mitte,Ob-Osterf Mitte,Bft,Betrieb,20081214
DE17964,EOS P,Oberhausen-Osterfeld Süd,Ob-Osterf Süd,Bft,Betrieb,20081214
DE17962,EOS T,Oberhausen-Osterfeld Ost,Ob-Osterf Ost,Bft,Betrieb,20081214
DE17961,EOS U,Oberhausen-Osterfeld Museum,Ob-Osterf Museum,Bft,Betrieb,20081214
DE17967,EOSD,Oberhausen-Sterkrade,Ob-Sterkrade,Bf,Betrieb,20200401
DE17968,EOSDT,Oberhausen-Sterkrade Thyssen,Ob-Sterkr.Thyss,Anst,a.B.,20160426
DE24968,EOSX,Oberhausen-Osterfeld ESTW,Ob-Osterf ESTW,BZ,Betrieb,20200904
DE18192,EOTN,Ostönnen,Ostönnen,Awanst,a.B.,20200401
DE18066,EOVP,Oeventrop,Oeventrop,Hp,Betrieb,20081214
DE18238,EPD,Paderborn Hbf,Paderborn Hbf,Bf,Betrieb,20200401
,EPD B,Paderborn Hbf Busst,Paderborn Hbf Bs,Bush,Betrieb,19990101
DE18237,EPD G,Paderborn Gbf,Paderborn Gbf,Bft,Betrieb,20081214
DE18236,EPDG,Paderborn DB-Grenze,Paderborn DB-Gr,Gp,Betrieb,20200401
DE18239,EPDK,Paderborn Kasseler Tor,Kasseler Tor,Hp,Betrieb,20081214
DE18240,EPDN,Paderborn Nord,Paderborn Nord,Bf,Betrieb,20091201
DE18242,EPDR,Paderborn Rosentor,Paderb Rosentor,Hp,Planung,20200401
DE18234,EPDW,Paderborn Aw,AW Paderborn,Hp,Betrieb,20081214
DE60906,EPFB,Neunkirchen Pfannenberg,Pfannenberg,NE-Bf,Betrieb,20090401
DE18307,EPK,Pelkum,Pelkum,Bf,Betrieb,20200401
DE17343,EPLE,Münster Pleister,Pleister,Üst,Betrieb,20200401
,EPLH,Plettenberg-Hestenberg,Plettenberg-Hest,Museum,Betrieb,20000415
DE60907,EPLM,Plettenberg Mitte,Plettenberg M.,NE-Bf,Betrieb,20081214
DE18422,EPLO,Plettenberg Oberstadt,Plettenberg O-St,Bf,a.B.,20200401
DE18421,EPLT,Plettenberg,Plettenberg,Bf,Betrieb,20200401
,EPLTB,Plettenberg BFS,Plettenberg BFS,Museum,Betrieb,20000415
DE20771,EPLU,Wanne-Eickel Pluto,Pluto,Bk,Betrieb,20201001
DE18241,EPNG,Paderborn Nord DB-Grenze,Paderb N DB-Gr,Gp,Betrieb,20111116
DE18499,EPRA,Praest,Praest,Hp,Betrieb,20200401
DE13044,EPRL,Essen Prosper-Levin,Prosper-Levin,Abzw,Betrieb,20200401
DE16604,EPRN,Lünen Preußen,Lünen Preußen,Bf,Betrieb,20200401
DE11386,EPVP,Bochum Prinz von Preußen,Prinz v Preußen,Abzw,Betrieb,20201001
DE14796,EQHF,Herdorf RP/NRW,Herdorf RP/NRW,LGr,Betrieb,20081214
DE18566,EQL,Quelle,Quelle,Bf,Betrieb,20081214
DE18568,EQL O,Quelle Ost,Quelle Ost,Bft,Betrieb,20130905
DE18569,EQL W,Quelle West,Quelle West,Bft,Betrieb,20130905
DE18567,EQLK,Quelle Kupferheide,Quelle Kupferh,Hp,Betrieb,20081214
,EQLKA,Bielefeld-Quelle Albertstraße,Quelle Albertstr,Bush,Betrieb,20210202
DE10477,EQLS,Bad Laasphe NRW/HE,Bad Laasphe LGr,LGr,Betrieb,20250901
DE17743,EQND,Niederschelden RP/NRW,Niederscheld LGr,LGr,Betrieb,20200401
DE17703,EQNI,Niederdresselndorf NRW/HE,Niederdressd LGr,LGr,Betrieb,20081214
DE19102,EQRU,Rudersdorf (Kr Siegen) NRW/HE,Rudersdorf LGr,LGr,Betrieb,20200401
DE21045,EQWB,Westbarthausen NRW/NI,Westbarthsn LGr,LGr,Betrieb,20200401
DE21204,EQWT,Winterberg (Westf) NRW/HE,Winterberg LGr,LGr,ehemals,20251001
DE18605,ERAE,Raestrup-Everswinkel,Raestrup-Eversw,Hp,Betrieb,20081214
DE18821,ERDW,Rheda-Wiedenbrück,Rheda-Wiedenbr,Bf,Betrieb,20200401
DE18696,ERE,Recklinghausen Hbf,Recklinghsn Hbf,Bf,Betrieb,20201001
DE14244,EREH,Hagen Rehsiepen,Rehsiepen,Abzw,Betrieb,20081214
DE18733,EREHG,Rehsiepen G/H,Rehsiepen G/H,Bft,ehemals,20251001
DE18770,EREK,Reken,Reken,Bf,Betrieb,20181209
DE21729,EREKK,Klein Reken,Klein Reken,Hp,Betrieb,20181209
DE18698,ERES,Recklinghausen Süd,Recklinghsn Süd,Bf,Betrieb,20201001
DE18694,ERFE,Reckenfeld,Reckenfeld,Bf,Betrieb,20200401
DE18819,ERHA,Rhade,Rhade,Bf,Betrieb,20081214
DE18958,ERHD,Rohdenhaus,Rohdenhaus,Awanst Bk,Betrieb,20200401
DE18699,ERHI,Recklinghausen-Hillen,Re-Hillen,Awanst,Betrieb,20201001
DE18697,ERHO,Recklinghausen Ost,Recklinghsn Ost,Bf,Betrieb,20201001
DE18861,ERHY,Rhynern,Rhynern,Bf,Betrieb,20200401
DE18901,ERIG,Ringel,Ringel,Bf,Betrieb,20200401
DE18906,ERIK,Rinkerode,Rinkerode,Bf,Betrieb,20200401
,ERIS,Ringelstein,Ringelstein,Museum,Betrieb,20081017
DE20264,ERKS,Thülen Rekostein,Rekostein,Bft,Betrieb,20110101
DE13210,ERKW,Flandersbach RKW,RKW,Anst,a.B.,20200401
DE18673,ERMA,Raumland-Markhausen,Raumland-Markhsn,Hp,Betrieb,20081214
DE18773,ERMH,Remmighausen (Lippe),Remmighausen,Bf,Betrieb,20081214
DE18985,EROE,Rönkhausen,Rönkhausen,Bf,a.B.,20200401
DE19131,EROL,Rummenohl,Rummenohl,Bf,Betrieb,20130101
,EROLB,Rummenohl BFS,Rummenohl BFS,Museum,Betrieb,20000415
,ERSH,Rosenheim (Westerwald),Rosenheim/W-wald,NE-Bf,ehemals,20251001
DE18700,ERSU,Recklinghausen-Suderwich,Re-Suderwich,Bf,a.B.,20201001
DE18822,ERSW,Rheda-Wiedenbrück Süd,Rheda-Wiedbr Süd,Bf,a.B.,20200401
DE12589,ERTL,Duisburg Ruhrtal,Ruhrtal,Abzw,Betrieb,20200401
DE60939,ERTN,Rüthen,Rüthen,NE-Bf,Betrieb,20081214
DE19101,ERUD,Wilnsdorf-Rudersdorf,Wilns-Rudersdorf,Bf,Betrieb,20200401
,ERUH,Ruine Hardenstein,Ruine Hardenstn,Museum,Betrieb,20000415
DE13068,ERWE,Essen-Kray Nord RWE,RWE Essen,Anst,a.B.,20201001
DE14245,ERWH,Hagen RWE,RWE       /Hagen,Awanst,Betrieb,20200401
DE15244,ERWK,Iserlohn-Hennen RWE,RWE       /Iserl,Anst,Betrieb,20081214
DE21328,ERWW,Wülfrath RWE,RWE     Wülfrath,Anst,a.B.,20200401
DE19260,ESAH,Saßmannshausen,Saßmannshausen,Hp,a.B.,20250901
DE19871,ESAR,St Arnold,St Arnold,Anst,a.B.,20201001
DE19259,ESAS,Sassenroth,Sassenroth,Hp,Betrieb,20081214
,ESASH,Sassenroth Hellertalstraße,Sassenr Hellerta,Bush,,20200718
DE19706,ESBL,Sennestadt Bleichfelderstraße,Bleichfelderstr,Hp,Planung,20200401
DE19960,ESBS,Steinhagen Bielefelder Straße,Bielefelder Str,Hp,Betrieb,20081214
DE19301,ESCA,Schameder,Schameder,Hp,Betrieb,20250901
,ESCAS,Schameder Ort,Schameder Bus,Bush,,20230915
DE19329,ESCF,Scheuerfeld (Sieg),Scheuerfeld,Bf,Betrieb,20200401
,ESCFW,Wallmenroth Hauptstraße,Wallmenr Hauptst,Bush,,20200811
DE19254,ESCI,Sanssouci,Sanssouci,Hp,Betrieb,20081214
DE61136,ESCT,Schutzbach,Schutzbach,NE-Hp,Betrieb,20081214
DE61318,ESCW,Scheuerfeld Westerwaldbahn,Scheuerfld Wbahn,NE-Bf,Betrieb,20081214
DE19240,ESDB,Sandebeck,Sandebeck,Hp,Betrieb,20081214
DE60943,ESDD,Salchendorf (b Deuz),Salchendorf/Deuz,NE-Bf,ehemals,20250501
DE60972,ESDH,Sendenhorst,Sendenhorst,NE-Bf,Betrieb,20081214
DE20124,ESDM,Sudmühle,Sudmühle,Bf,Betrieb,20200401
DE60944,ESDS,Salchendorf (Kr Siegen),Salchendorf/Kr S,NE-Bf,Betrieb,20090401
DE19693,ESEB,Selm-Beifang,Selm-Beifang,Hp,Betrieb,20081214
DE11230,ESEK,Bielefeld-Sieker Edeka Großmarkt,Sieker Edeka GM,Awanst,Betrieb,20081214
DE19704,ESEL,Sennelager,Sennelager,Bf,Betrieb,20081214
,ESELP,Sennelager Parkplatz,Sennelager Parkp,Bush,Betrieb,19990101
DE19692,ESEM,Selm,Selm,Hp,Betrieb,20111211
DE19328,ESER,Scherl,Scherl,Bf,a.B.,20151213
DE19705,ESES,Sennestadt,Sennestadt,Bf,Betrieb,20081214
DE19501,ESHM,Schötmar,Schötmar,Hp,Betrieb,20081214
DE19502,ESHMA,Schötmar                        (Awanst),Schötmar  Awanst,Awanst,ehemals,20251001
DE21329,ESHN,Wülfrath Scholten,Scholten,Anst,a.B.,20200401
DE19376,ESHO,Schloß Holte,Schloß Holte,Bf,Betrieb,20081214
DE19377,ESHS,Schloß Holte Süd,Schloß Holte Süd,Hp,Planung,20091201
DE12591,ESI,Duisburg Sigle,Sigle,Abzw,Betrieb,20200401
,ESID,Siddinghausen,Siddinghausen,Museum,Betrieb,20081017
DE19729,ESIE,Siegen Hbf,Siegen Hbf,Bf,Betrieb,20241215
,ESIEB,Siegen Bush,Siegen Bush,Bush,Betrieb,19990101
DE19731,ESIG,Siegen Ost Gbf,Siegen Ost Gbf,Bf,Betrieb,20200401
DE19724,ESIH,Siedlinghausen,Siedlinghausen,Bf,Betrieb,20120101
DE19749,ESIL,Silbach,Silbach,Hp,Betrieb,20101212
,ESIQ,Siegen Bedienstandort,Siegen BSO,BSO,Planung,20200401
DE19730,ESIS,Siegen - Stadt Siegen,Stadt Siegen,Awanst,Betrieb,20200401
DE19996,ESKA,Stift Keppel Allenbach,St Keppel Allenb,Hp,Betrieb,20081214
DE12353,ESKB,Dortmund Schnettkerbrücke,Schnettkerbrücke,Abzw,ehemals,20200401
DE19307,ESMD,Scharmede,Scharmede,Hp,Betrieb,20200401
DE19694,ESMG,Selmig                            (Abzw),Selmig      Abzw,Bf Abzw,Betrieb,20200401
,ESMH,Schmehausen,Schmehausen,NE-Bf,ehemals,20251001
DE60985,ESML,Stemel,Stemel,NE-Bf,Betrieb,20090401
DE19299,ESMU,Schalksmühle,Schalksmühle,Hp,Betrieb,20081214
,ESMUB,Schalksmühle BFS,Schalksmühle BFS,Museum,Betrieb,20000415
DE12413,ESNA,Dortmund-Schönau,Schönau   /Dortm,Abzw,a.B.,20200401
DE19378,ESNH,Schloß Neuhaus,Schloß Neuhaus,Awanst,Betrieb,20081214
DE19379,ESNS,Schloß Neuhaus Hp,Schloß Neuhaus H,Hp,Betrieb,20090124
DE19813,ESON,Sondern,Sondern,Hp,Betrieb,20081214
,ESOS,Soest Süd,Soest Süd,NE-Bf,ehemals,20251001
DE19783,ESOT,Soest,Soest,Bf,Betrieb,20200401
,ESPB,Büren Spechtenberg,Spechtenberg,Museum,Betrieb,20081017
DE19847,ESPN,Spellen (Niederrhein),Spellen,Bf,Betrieb,20200401
DE17351,ESPR,Münster-Sprakel,Münster-Sprakel,Hp,Betrieb,20200401
DE19614,ESRO,Schwerte (Ruhr) Ost,Schwerte Ost,Bf,Betrieb,20081214
DE19612,ESRT,Schwerte (Ruhr),Schwerte(Ruhr),Bf,Betrieb,20200401
DE19616,ESRTF,Schwerte West,Schwerte West,Bft,Betrieb,20081214
DE19959,ESTG,Steinhagen (Westf),Steinhagen/Westf,Bf,Betrieb,20081214
DE60989,ESTK,"Stockum (Bz Münster,Westf)",Stockum,NE-Bf,Betrieb,20081214
DE11389,ESTR,Bochum Stockumer Straße,Stockumer Straße,Abzw,Betrieb,20201001
,ESTT,Soest Thomätor,Soest Thomätor,NE-Bf,ehemals,20251001
DE20054,ESTU,Struthütten,Struthütten,Hp,Betrieb,20081214
,ESTUO,Struthütten Ort,Struthütten Ort,Bush,,20200718
DE60998,ESUD,Sundern (Sauerland),Sundern/Sauerl,NE-Bf,Betrieb,20090401
DE19733,ESW,Siegen-Weidenau,Siegen-Weidenau,Bf,Betrieb,20200401
DE61320,ESWH,Siegen-Weidenau-Herrenwiese,Weidenau-Herrenw,NE-Bf,Betrieb,20090401
DE61319,ESWV,Siegen-Weidenau Vorbf,Weidenau Vorbf,NE-Bf,Betrieb,20090401
DE20166,ESYB,Sythen Bbf,Sythen Bbf,Bf,Betrieb,20200401
DE20165,ESYH,Sythen,Sythen,Hp,Betrieb,20200401
DE20163,ESYL,Sylbach,Sylbach,Hp Bk,Betrieb,20081214
DE19223,ESZK,Salzkotten,Salzkotten,Bf,Betrieb,20200401
DE20206,ETEL,Telgte,Telgte,Bf,Betrieb,20081214
DE61616,ETHY,Hattingen (Ruhr) Thyssen,Thyssen   (Hatt),NE-Anst,Betrieb,20081214
DE20275,ETIE,Tiefenbroich,Tiefenbroich,Abzw,Betrieb,20200401
DE20407,EUBD,Ubbedissen,Ubbedissen,Hp,Betrieb,20081214
DE20482,EUK,Unna-Königsborn,Unna-Königsborn,Bf,Betrieb,20200401
DE61017,EULD,Uelde,Uelde,NE-Bf,Betrieb,20081214
DE20479,EUN,Unna,Unna,Bf,Betrieb,20200401
,EUN B,Unna Bf Bussteig,Unna Bf Bussteig,Bush,Betrieb,19990101
DE60319,EUNT,Uentrop Süd,Uentrop Süd,NE-Bf,Betrieb,20090401
DE20484,EUNW,Unna West,Unna West,Hp,Betrieb,20240609
DE13992,EUR,Gronau (Westf) Urenco,Urenco,Awanst,Betrieb,20201001
DE61018,EUTP,Uentrop,Uentrop,NE-Bf,Betrieb,20081214
DE20624,EVD,Voerde (Niederrhein),Voerde,Hp,Betrieb,20200401
DE20625,EVDU,Voerde (Niederrhein)               (Üst),Voerde       Üst,Üst,Betrieb,20200401
DE20625,EVDU,Voerde (Niederrhein)              (Abzw),Voerde      Abzw,Abzw,Betrieb,20260514
,EVE,Vellinghausen,Vellinghsn,NE-Bf,ehemals,20251001
DE11528,EVEB,Bottrop VEBA,VEBA    /Bottrop,Anst,a.B.,20200401
DE11529,EVEG,Bottrop VEBA DB-Grenze,Bottr VEBA DB-Gr,Gp,a.B.,20200401
DE20571,EVLB,Velbert Hbf,Velbert Hbf,Bf,a.B.,20200401
DE20572,EVLR,Velbert-Rosenhügel,Velb-Rosenhügel,Hp,Betrieb,20201001
DE20634,EVOH,Vohren,Vohren,Hp,Betrieb,20081214
DE20649,EVOK,Volkringhausen,Volkringhsn,Hp,Betrieb,20081214
DE61033,EVR,Verl (Bz Detmold),Verl/Bz Detmold,NE-Bf,Betrieb,20081214
DE20657,EVRD,Vormwald,Vormwald,Hp,Betrieb,20081214
DE61034,EVRM,Versmold,Versmold,NE-Bf,Betrieb,20081214
DE20658,EVRO,Vormwald Dorf,Vormwald Dorf,Hp,Betrieb,20081214
DE61030,EVRS,Varensell,Varensell,NE-Bf,Betrieb,20081214
DE11390,EVWB,Bochum VEW,VEW      /Bochum,Anst,a.B.,20201001
DE10803,EVWE,Berghausen VEW,VEW     /Berghsn,Anst,a.B.,20160426
DE13994,EVWG,Gronau VEW,VEW      /Gronau,Awanst,Betrieb,20101122
DE11491,EVWM,Borghorst (Westf) VEW,VEW   /Münster/W,Awanst,Betrieb,20140401
DE12360,EVWT,Dortmund VEW,VEW    /Dortmund,Awanst,Betrieb,20200401
DE20481,EVWU,Unna VEW,VEW        /Unna,Anst,Betrieb,20081214
DE11262,EVWW,Bigge VEW,VEW  /Winterberg,Awanst,Betrieb,20140615
DE61046,EWAB,Wanne Brennerstraße,Wanne Brennerstr,NE-Bf,Betrieb,20081214
DE61048,EWAD,Wanne Osthafen,Wanne Osthafen,NE-Bf,Betrieb,20081214
DE20787,EWAF,Warendorf,Warendorf,Bf,Betrieb,20081214
DE61047,EWAH,Wanne Herzogstraße,Wanne Herzogstr,NE-Bf,Betrieb,20081214
DE20680,EWAL,Wahlbach (Kr Siegen),Wahlbach/Siegen,Hp,Betrieb,20081214
,EWALO,Wahlbach (Kr Siegen) Ort,Wahlbach Ort,Bush,,20200718
DE20769,EWAN,Wanne-Eickel Hbf,Wanne-E Hbf,Bf,Betrieb,20201001
DE20767,EWANB,Wanne-Eickel Bro,Wanne-E Bro,Bft,Betrieb,20201001
DE20774,EWANF,Wanne-Eickel Wof,Wanne-E Wof,Bft,Betrieb,20201001
DE20770,EWANN,Wanne-Eickel Nwt,Wanne-E Nwt,Bft,Betrieb,20201001
DE25046,EWANP,Wanne-Eickel Wpf,Wanne-E Wpf,Bft,ehemals,20251001
DE20772,EWANS,Wanne-Eickel Sot,Wanne-E Sot,Bft,Betrieb,20201001
DE20775,EWANT,Wanne-Eickel Wst,Wanne-E Wst,Bft,Betrieb,20201001
DE20773,EWANW,Wanne-Eickel Westberg,Wanne-E Westberg,Bft,Betrieb,20201001
DE20768,EWANY,Wanne-Eickel Bro/Sot,W-Eickel Bro/Sot,Bft,Betrieb,20201001
DE21330,EWAP,Wülfrath-Aprath,Wülfrath-Aprath,Hp,Betrieb,20201001
,EWAQ,Wanne-Eickel Bedienstandort,Wanne-Eickel BSO,BSO,Planung,20201001
DE20821,EWAT,Wattenscheid,Wattenscheid,Hp,Betrieb,20201001
DE20822,EWAU,Wattenscheid Üst,Wattenscheid Üst,Üst,Betrieb,20201001
DE61049,EWAW,Wanne Westhafen,Wanne Westhafen,NE-Bf,Betrieb,20081214
DE17946,EWAZ,Oberhausen Walzwerk,Walzwerk,Abzw,Betrieb,20200401
DE20847,EWB,Wehbach,Wehbach,Anst,a.B.,20200401
DE61071,EWBC,Wolbeck,Wolbeck,NE-Bf,Betrieb,20081214
DE21044,EWBH,Westbarthausen,Westbarthausen,Hp,Betrieb,20081214
DE21046,EWBV,Westbevern,Westbevern,Hp,Betrieb,20200401
DE61043,EWDL,Wadersloh,Wadersloh,NE-Bf,Betrieb,20081214
DE21069,EWEF,Westhofen (Westf),Westhofen,Bf,Betrieb,20200401
,EWEI,Weine,Weine,Museum,Betrieb,20081017
DE21571,EWEM,Warendorf-Einen-Müssingen,Warendorf E-Müss,Hp,Betrieb,20141214
DE21010,EWER,Werl,Werl,Bf,Betrieb,20200401
DE21037,EWES,Wesel,Wesel,Bf,Betrieb,20200401
DE21074,EWET,Wetter (Ruhr),Wetter (Ruhr),Hp,Betrieb,20200401
,EWETB,Wetter (Ruhr) BFS,Wetter(Ruhr) BFS,Museum,Betrieb,20000415
DE21038,EWFK,Wesel-Feldmark,Wesel-Feldmark,Hp,Betrieb,20200401
DE20766,EWFR,Wanne Unser Fritz,Wa Unser Fritz,Bft,Betrieb,20201001
DE21337,EWGD,Würgendorf,Würgendorf,Bf,Betrieb,20081214
,EWGDW,Würgendorf Wasserscheide,Wrdorf Wassersch,Bush,,20200718
DE20987,EWGG,Wengern Ost DB-Grenze,Wengern O DB-Gr,Gp,Betrieb,20201001
DE20985,EWGO,Wengern Ost,Wengern Ost,Bf,Betrieb,20201001
DE21340,EWGT,Würgendorf Ort,Würgendorf Ort,Hp,Betrieb,20081214
,EWGTD,Würgendorf Ort Dillenburger Straße,Wrdorf Dillb Str,Bush,,20200718
DE21005,EWHL,Werdohl,Werdohl,Bf,Betrieb,20200401
,EWHLB,Werdohl BFS,Werdohl BFS,Museum,Betrieb,20000415
DE20823,EWHP,Wattenscheid-Höntrop,Wa-Höntrop,Hp,Betrieb,20201001
DE21225,EWIA,Witten-Annen Nord,Wit-Annen Nord,Hp,Betrieb,20201001
,EWIAB,Witten-Annen Nord BFS,Witten-A N BFS,Museum,Betrieb,20000415
,EWIB,Witten-Bommern,Witten-Bommern,Museum,Betrieb,20000415
,EWIBZ,Witten Zeche Nachtigall,Witten Zeche N,Museum,Betrieb,20170216
DE21081,EWIC,Wickede (Ruhr),Wickede (Ruhr),Bf,Betrieb,20081214
DE21088,EWID,Wiederstein,Wiederstein,Hp,Betrieb,20081214
DE21224,EWIH,Witten Streckenwechsel 2143/2144,Strw 2143/2144,Strw,Betrieb,20201001
DE21221,EWIK,Wittbräucke,Wittbräucke,Hp,Betrieb,20081214
DE21185,EWIL,Windelsbleiche,Windelsbleiche,Hp,Betrieb,20081214
DE21217,EWIN,Wissen (Sieg),Wissen/Sieg,Bf,Betrieb,20200401
DE21223,EWIO,Witten Ost,Witten Ost,Bf,a.B.,20201001
DE21222,EWIT,Witten Hbf,Witten Hbf,Bf,Betrieb,20201001
,EWITB,Witten Hbf BFS,Witten Hbf BFS,Museum,Betrieb,20000415
,EWITX,Witten Weichenwerk,WIT Weichenwerk,Werk,Betrieb,20201001
DE20754,EWLP,Waltrop,Waltrop,Bf,a.B.,20201001
DE20749,EWLS,Walsum,Walsum,Bf,Betrieb,20200401
DE16422,EWMI,Lippstadt Westfälische Metallindustrie,WMI   /Lippstadt,Anst,Betrieb,20200401
DE20989,EWMN,Wennemen,Wennemen,Bf,Betrieb,20081214
DE21070,EWN,Westönnen,Westönnen,Hp,Betrieb,20200401
DE21017,EWRN,Werne (a d Lippe),Werne/Lippe,Bf,Betrieb,20200401
DE21018,EWRNA,Werne (a d Lippe) Anst Stadt,Stadt Werne,Bft,Betrieb,20081214
,EWRNS,Werne Stadthaus,Werne Stadthaus,Bush,Betrieb,20191224
DE61051,EWRS,Warstein,Warstein,NE-Bf,Betrieb,20081214
DE60409,EWRT,Werne (a d Lippe) Ost,Werne(Lippe)Ost,NE-Bf,Betrieb,20081214
DE21231,EWSA,Witten-Stockum,Witten-Stockum,Anst,a.B.,20201001
DE20963,EWSE,Kirchhundem Welschen Ennest,Kirch.-Welsch.E.,Bf,Betrieb,20200401
DE21052,EWSH,Westerholt,Westerholt,Bf,Betrieb,20201001
DE21066,EWSM,Westheim (Westf),Westheim (Westf),Hp,Betrieb,20081214
DE21203,EWTB,Winterberg (Westf),Winterberg,Bf,Betrieb,20130101
,EWTF,Weitefeld,Weitefeld,NE-Bf,ehemals,20251001
DE21362,EWUF,Wulfen (Westf),Wulfen (Westf),Hp,Betrieb,20181209
DE21327,EWUR,Wülfrath,Wülfrath,Bf,a.B.,20200401
DE20968,EWVA,Welver                          (Awanst),Welver    Awanst,Üst,Betrieb,20231210
DE20967,EWVE,Welver,Welver,Hp,Betrieb,20200401
,EWVR,Welver-Ramesohl,Welver-Ramesohl,Museum,Betrieb,20000415
DE18823,EWWK,Rheda-Wiedenbrück Westfaliawerke,Westfalia,Anst,a.B.,20200401
DE10716,EXBE,Beckum Übergang WLE,Beckum Übg WLE,Gp,Betrieb,20200401
DE12875,EXEM,Emmerich Grenze,Emmerich Grenze,Gp,Betrieb,20200401
DE13993,EXGR,Gronau Grenze,Gronau Grenze,Gp,Betrieb,20081214
DE21460,EZE,Zeppenfeld,Zeppenfeld,Hp,Betrieb,20081214
DE13772,EZK,Gladbeck-Zweckel,Gladbeck-Zweckel,Hp Abzw,Betrieb,20101212
DE13172,FABL,Felsberg-Altenbrunslar,F-Altenbrunslar,Hp,Betrieb,20200401
DE10019,FAD,Abendstern,Abendstern,Bf,a.B.,20201001
DE10110,FADD,Allendorf (Dillkr),Allendorf/Dillkr,Hp,Betrieb,20081214
,FADDP,Allendorf (Dillkr) Petersbach,Allnd Petersbach,Bush,,20200718
DE10114,FADF,Allendorf (Lumda),Allendorf/Lumda,Anst,a.B.,20201001
DE10275,FAF,Arfurt (Lahn),Arfurt (Lahn),Hp,Betrieb,20241215
